,ORG,DATE,LOC,PER
bam,0.9631590843200684,,0.9795674681663513,0.9588561654090881
bbj,0.9758701324462891,,0.9413434863090515,0.9738996028900146
ewe,0.9805946946144104,,0.9762998819351196,0.9634039402008057
fon,0.9824084639549255,,0.965505838394165,0.9654477834701538
hau,0.9760881662368774,,0.9722995758056641,0.9676536321640015
ibo,0.9833710193634033,,0.9710032939910889,0.9708302617073059
kin,0.9833301901817322,,0.9787245392799377,0.9605465531349182
lug,0.9818914532661438,,0.9720696806907654,0.9567722678184509
luo,0.9691973328590393,,0.9771738648414612,0.974412202835083
mos,0.975609540939331,,0.9722532033920288,0.9667404294013977
nya,0.9744948744773865,,0.9621663093566895,0.9651448726654053
pcm,0.9700431823730469,,0.9846940040588379,0.9679318070411682
sna,0.9720243811607361,,0.9776584506034851,0.9689653515815735
swa,0.9675106406211853,,0.9727423787117004,0.969054102897644
tsn,0.9767259359359741,,0.9833493828773499,0.9738945960998535
twi,0.9867234230041504,,0.9724465012550354,0.973636269569397
wol,0.973395049571991,,0.9735381007194519,0.9742623567581177
xho,0.9773892760276794,,0.9707631468772888,0.9602829813957214
yor,0.9781569838523865,,0.9185529947280884,0.948408305644989
zul,0.9837561845779419,,0.9800126552581787,0.9665004014968872
