,LOC,ORG,PER,DATE,Mean
kin,0.9991285521143493,0.9994326159750951,0.9991485062897293,0.9991835177882346,0.9992232980418521
luo,0.9991089756328667,0.9993992001929198,0.9992889782291072,0.9988899661444199,0.9991717800498283
lug,0.999232018927341,0.9986458458623939,0.9995003735155602,0.999232060649429,0.999152574738681
nya,0.9987670938619071,0.9994649190032007,0.9993807325090522,0.998733148037419,0.9990864733528947
twi,0.9989407474229857,0.9992834000791534,0.9992987363423219,0.9987809980034142,0.9990759704619687
sna,0.998543849423761,0.9991866524055169,0.9991964506209757,0.9992304411325912,0.9990393483957112
zul,0.9983674425813975,0.999366423510375,0.9992243566791257,0.9991331876582461,0.999022852607286
ibo,0.9978157222866886,0.9991366852431486,0.9995291199056032,0.999252215546045,0.9989334357453714
swa,0.9992750765241695,0.9989031814841677,0.999428235762517,0.9979199861807859,0.99888161998791
wol,0.9978549614809601,0.9995230359599997,0.9993788098453773,0.9987540294520207,0.9988777091845894
xho,0.9981933943130545,0.999166641458351,0.9987108849488535,0.999363263630756,0.9988585460877537
hau,0.9979537467282277,0.9993188440939026,0.9993504081546947,0.9987726660039251,0.9988489162451876
mos,0.9979278115820629,0.9993150315189359,0.999209065110418,0.9989274595834796,0.9988448419487241
ewe,0.9986407238212484,0.9995238649768867,0.9995087549703354,0.9976821419065162,0.9988388714187466
tsn,0.9985862482380301,0.9987441750370788,0.999078887665238,0.9986356215350769,0.998761233118856
yor,0.9978935158639951,0.9993130435814417,0.9986874982897921,0.9989031057396858,0.9986992908687287
bam,0.99818621133829,0.9984342747835395,0.9992230604156298,0.9984126641697768,0.9985640526768091
fon,0.9977404433694239,0.9990292462074574,0.9994104811354335,0.9980443322217453,0.998556125733515
bbj,0.9969482403510997,0.999392439334413,0.9994245934601386,0.9983160392313986,0.9985203280942625
pcm,0.9984641142760439,0.9985281518938938,0.99927089712203,0.9968510578380593,0.9982785552825068
